snapshot_date,keyword,provider,count_top_n,share_pct,best_rank,is_brand,total_results
2026-06-09,Marketing Manager,Technische Hochschule Köln,1,5.0,10,0,4064
2026-06-09,Marketing Manager,Digethic Business School,1,5.0,11,0,4064
2026-06-09,Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,13,0,4064
2026-06-09,Marketing Manager,ecomex GmbH & Co. KG,1,5.0,16,1,4064
2026-06-09,Marketing Weiterbildung,Masters of Digital GmbH,9,45.0,5,0,9420
2026-06-09,Marketing Weiterbildung,ecomex GmbH & Co. KG,7,35.0,1,1,9420
2026-06-09,Marketing Weiterbildung,Spiced Academy GmbH,1,5.0,4,0,9420
2026-06-09,Marketing Weiterbildung,OMR Education GmbH,1,5.0,10,0,9420
2026-06-09,Marketing Weiterbildung,Talentivo GmbH,1,5.0,15,0,9420
2026-06-09,Marketing Weiterbildung,Webmasters Akademie Nürnberg GmbH,1,5.0,19,0,9420
2026-06-09,SEO,Masters of Digital GmbH,5,25.0,5,0,4041
2026-06-09,SEO,OneCareer,4,20.0,4,0,4041
2026-06-09,SEO,Learning Digital Academy GmbH,4,20.0,12,0,4041
2026-06-09,SEO,GFN GmbH,1,5.0,1,0,4041
2026-06-09,SEO,Talentspring Academy Group,1,5.0,2,0,4041
2026-06-09,SEO,XDi - Experience Design Institut GmbH,1,5.0,3,0,4041
2026-06-09,SEO,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,7,0,4041
2026-06-09,SEO,IBB Institut für Berufliche Bildung AG,1,5.0,11,0,4041
2026-06-09,SEO,Stiftung Lernen-Fördern-Arbeiten (LFA),1,5.0,15,0,4041
2026-06-09,SEO,velpTEC GmbH,1,5.0,19,0,4041
2026-06-09,SEA,Masters of Digital GmbH,9,45.0,6,0,1589
2026-06-09,SEA,OneCareer,3,15.0,3,0,1589
2026-06-09,SEA,mycareernow,3,15.0,4,0,1589
2026-06-09,SEA,Karriere Tutor GmbH,1,5.0,1,0,1589
2026-06-09,SEA,WBS TRAINING SE,1,5.0,2,0,1589
2026-06-09,SEA,velpTEC GmbH,1,5.0,10,0,1589
2026-06-09,SEA,cimdata Bildungsakademie GmbH,1,5.0,13,0,1589
2026-06-09,SEA,IU Akademie IU Internationale Hochschule,1,5.0,16,0,1589
2026-06-09,Suchmaschinenoptimierung,Masters of Digital GmbH,6,30.0,4,0,1797
2026-06-09,Suchmaschinenoptimierung,OneCareer,4,20.0,3,0,1797
2026-06-09,Suchmaschinenoptimierung,velpTEC GmbH,4,20.0,10,0,1797
2026-06-09,Suchmaschinenoptimierung,Learning Digital Academy GmbH,2,10.0,2,0,1797
2026-06-09,Suchmaschinenoptimierung,Karriere Tutor GmbH,1,5.0,1,0,1797
2026-06-09,Suchmaschinenoptimierung,COMCAVE.COLLEGE GmbH,1,5.0,14,0,1797
2026-06-09,Suchmaschinenoptimierung,GrandEdu GmbH,1,5.0,15,0,1797
2026-06-09,Suchmaschinenoptimierung,Talentspring Academy Group,1,5.0,16,0,1797
2026-06-09,Suchmaschinenmarketing,Learning Digital Academy GmbH,3,15.0,2,0,978
2026-06-09,Suchmaschinenmarketing,Karriere Tutor GmbH,3,15.0,14,0,978
2026-06-09,Suchmaschinenmarketing,OneCareer,2,10.0,5,0,978
2026-06-09,Suchmaschinenmarketing,GFN GmbH,1,5.0,1,0,978
2026-06-09,Suchmaschinenmarketing,IBB Institut für Berufliche Bildung AG,1,5.0,6,0,978
2026-06-09,Suchmaschinenmarketing,velpTEC GmbH,1,5.0,7,0,978
2026-06-09,Suchmaschinenmarketing,Stiftung Lernen-Fördern-Arbeiten (LFA),1,5.0,8,0,978
2026-06-09,Suchmaschinenmarketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,9,0,978
2026-06-09,Suchmaschinenmarketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,10,0,978
2026-06-09,Suchmaschinenmarketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,12,0,978
2026-06-09,Suchmaschinenmarketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,13,0,978
2026-06-09,Suchmaschinenmarketing,Donner + Partner GmbH Baden-Württemberg,1,5.0,16,0,978
2026-06-09,Suchmaschinenmarketing,Lecturio GmbH,1,5.0,17,0,978
2026-06-09,Suchmaschinenmarketing,Kolping Akademie Bamberg,1,5.0,19,0,978
2026-06-09,Suchmaschinenmarketing,alfatraining Bildungszentrum GmbH,1,5.0,20,0,978
2026-06-09,Search Engine Marketing,OneCareer,4,20.0,1,0,275
2026-06-09,Search Engine Marketing,Masters of Digital GmbH,4,20.0,4,0,275
2026-06-09,Search Engine Marketing,XDi - Experience Design Institut GmbH,3,15.0,6,0,275
2026-06-09,Search Engine Marketing,IU Akademie IU Internationale Hochschule,2,10.0,15,0,275
2026-06-09,Search Engine Marketing,Learning Digital Academy GmbH,1,5.0,3,0,275
2026-06-09,Search Engine Marketing,Professionals Online Akademie für Sales und Marketing,1,5.0,8,0,275
2026-06-09,Search Engine Marketing,Distart Education GmbH,1,5.0,11,0,275
2026-06-09,Search Engine Marketing,Spiced Academy GmbH,1,5.0,12,0,275
2026-06-09,Search Engine Marketing,velpTEC GmbH,1,5.0,13,0,275
2026-06-09,Search Engine Marketing,ecomex GmbH & Co. KG,1,5.0,17,1,275
2026-06-09,Search Engine Marketing,CROAS Education GmbH,1,5.0,19,0,275
2026-06-09,Google Ads,Masters of Digital GmbH,6,30.0,3,0,1153
2026-06-09,Google Ads,Learning Digital Academy GmbH,5,25.0,2,0,1153
2026-06-09,Google Ads,velpTEC GmbH,5,25.0,5,0,1153
2026-06-09,Google Ads,OneCareer,4,20.0,1,0,1153
2026-06-09,Online Advertising,Masters of Digital GmbH,7,35.0,3,0,866
2026-06-09,Online Advertising,OneCareer,5,25.0,4,0,866
2026-06-09,Online Advertising,Learning Digital Academy GmbH,4,20.0,1,0,866
2026-06-09,Online Advertising,ecomex GmbH & Co. KG,1,5.0,2,1,866
2026-06-09,Online Advertising,neuefische GmbH,1,5.0,7,0,866
2026-06-09,Online Advertising,GrandEdu GmbH,1,5.0,8,0,866
2026-06-09,Online Advertising,velpTEC GmbH,1,5.0,16,0,866
2026-06-09,Social Media Marketing,IU Akademie IU Internationale Hochschule,3,15.0,1,0,4897
2026-06-09,Social Media Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,2,10.0,6,0,4897
2026-06-09,Social Media Marketing,Lecturio GmbH,1,5.0,2,0,4897
2026-06-09,Social Media Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,3,0,4897
2026-06-09,Social Media Marketing,IBB Institut für Berufliche Bildung AG,1,5.0,4,0,4897
2026-06-09,Social Media Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,5,0,4897
2026-06-09,Social Media Marketing,Berger Bildungsinstitut GmbH,1,5.0,7,0,4897
2026-06-09,Social Media Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,8,0,4897
2026-06-09,Social Media Marketing,TÜV Rheinland Akademie GmbH,1,5.0,9,0,4897
2026-06-09,Social Media Marketing,Do IT Digital GmbH,1,5.0,10,0,4897
2026-06-09,Social Media Marketing,Masters of Digital GmbH,1,5.0,12,0,4897
2026-06-09,Social Media Marketing,NH Schulungscenter für IT und Business GmbH,1,5.0,13,0,4897
2026-06-09,Social Media Marketing,GfM GmbH & Co. KG,1,5.0,14,0,4897
2026-06-09,Social Media Marketing,Donner + Partner GmbH Sachsen,1,5.0,15,0,4897
2026-06-09,Social Media Marketing,its digital akademie GmbH,1,5.0,16,0,4897
2026-06-09,Social Media Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,17,0,4897
2026-06-09,Social Media Marketing,IEC - International Education Centers GmbH,1,5.0,19,0,4897
2026-06-09,Social Media Manager,Berger Bildungsinstitut GmbH,1,5.0,1,0,1731
2026-06-09,Social Media Manager,IBB Institut für Berufliche Bildung AG,1,5.0,2,0,1731
2026-06-09,Social Media Manager,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,3,0,1731
2026-06-09,Social Media Manager,alfatraining Bildungszentrum GmbH,1,5.0,4,0,1731
2026-06-09,Social Media Manager,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,5,0,1731
2026-06-09,Social Media Manager,Karriere Tutor GmbH,1,5.0,6,0,1731
2026-06-09,Social Media Manager,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,7,0,1731
2026-06-09,Social Media Manager,COMCAVE.COLLEGE GmbH,1,5.0,8,0,1731
2026-06-09,Social Media Manager,OneCareer,1,5.0,9,0,1731
2026-06-09,Social Media Manager,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,10,0,1731
2026-06-09,Social Media Manager,Masters of Digital GmbH,1,5.0,11,0,1731
2026-06-09,Social Media Manager,Donner + Partner GmbH Baden-Württemberg,1,5.0,12,0,1731
2026-06-09,Social Media Manager,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,13,0,1731
2026-06-09,Social Media Manager,SBW Aus- und Fortbildungsgesellschaft für Wirtschaft und Verwaltung GmbH,1,5.0,14,0,1731
2026-06-09,Social Media Manager,brainymotion München,1,5.0,15,0,1731
2026-06-09,Social Media Manager,Institut für Bildung & Beruf,1,5.0,16,0,1731
2026-06-09,Social Media Manager,Kolping Akademie Bamberg,1,5.0,17,0,1731
2026-06-09,Social Media Manager,GAG Klausdorf gGmbH,1,5.0,18,0,1731
2026-06-09,Social Media Manager,Randstad Deutschland GmbH & Co. KG,1,5.0,19,0,1731
2026-06-09,Social Media Manager,Oldenburgische IHK,1,5.0,20,0,1731
2026-06-09,Content Marketing,OneCareer,4,20.0,7,0,5320
2026-06-09,Content Marketing,alfatraining Bildungszentrum GmbH,3,15.0,9,0,5320
2026-06-09,Content Marketing,velpTEC GmbH,3,15.0,10,0,5320
2026-06-09,Content Marketing,Business Trends Academy,1,5.0,1,0,5320
2026-06-09,Content Marketing,GFN GmbH,1,5.0,2,0,5320
2026-06-09,Content Marketing,Akademie Überlingen,1,5.0,3,0,5320
2026-06-09,Content Marketing,IU Akademie IU Internationale Hochschule,1,5.0,4,0,5320
2026-06-09,Content Marketing,ecomex GmbH & Co. KG,1,5.0,5,1,5320
2026-06-09,Content Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,6,0,5320
2026-06-09,Content Marketing,ebam Akademie für Wirtschaft und Management,1,5.0,8,0,5320
2026-06-09,Content Marketing,Masters of Digital GmbH,1,5.0,13,0,5320
2026-06-09,Content Marketing,Distart Education GmbH,1,5.0,16,0,5320
2026-06-09,Content Marketing,Learning Digital Academy GmbH,1,5.0,17,0,5320
2026-06-09,Influencer Marketing,Karriere Tutor GmbH,7,35.0,4,0,838
2026-06-09,Influencer Marketing,alfatraining Bildungszentrum GmbH,5,25.0,1,0,838
2026-06-09,Influencer Marketing,ImpaQt Education Group,1,5.0,3,0,838
2026-06-09,Influencer Marketing,cimdata Bildungsakademie GmbH,1,5.0,5,0,838
2026-06-09,Influencer Marketing,IFM GmbH,1,5.0,10,0,838
2026-06-09,Influencer Marketing,GrandEdu GmbH,1,5.0,11,0,838
2026-06-09,Influencer Marketing,Talentspring Academy Group,1,5.0,12,0,838
2026-06-09,Influencer Marketing,COMCAVE.COLLEGE GmbH,1,5.0,14,0,838
2026-06-09,Influencer Marketing,WBS TRAINING SE,1,5.0,16,0,838
2026-06-09,Influencer Marketing,velpTEC GmbH,1,5.0,17,0,838
2026-06-09,Instagram Marketing,Distart Education GmbH,8,40.0,2,0,915
2026-06-09,Instagram Marketing,Talentspring Academy Group,4,20.0,4,0,915
2026-06-09,Instagram Marketing,Masters of Digital GmbH,4,20.0,14,0,915
2026-06-09,Instagram Marketing,OneCareer,3,15.0,1,0,915
2026-06-09,Instagram Marketing,OMR Education GmbH,1,5.0,20,0,915
2026-06-09,Performance Marketing,Masters of Digital GmbH,7,35.0,5,0,3072
2026-06-09,Performance Marketing,OneCareer,4,20.0,2,0,3072
2026-06-09,Performance Marketing,Learning Digital Academy GmbH,3,15.0,1,0,3072
2026-06-09,Performance Marketing,Distart Education GmbH,2,10.0,8,0,3072
2026-06-09,Performance Marketing,velpTEC GmbH,2,10.0,15,0,3072
2026-06-09,Performance Marketing,GrandEdu GmbH,1,5.0,12,0,3072
2026-06-09,Performance Marketing,neuefische GmbH,1,5.0,20,0,3072
2026-06-09,Affiliate Marketing,Masters of Digital GmbH,9,45.0,2,0,516
2026-06-09,Affiliate Marketing,OneCareer,5,25.0,1,0,516
2026-06-09,Affiliate Marketing,DCI Digital Career Institute GmbH,1,5.0,9,0,516
2026-06-09,Affiliate Marketing,Talentspring Academy Group,1,5.0,10,0,516
2026-06-09,Affiliate Marketing,Bildung Next Level GmbH,1,5.0,13,0,516
2026-06-09,Affiliate Marketing,Learnix GmbH,1,5.0,15,0,516
2026-06-09,Affiliate Marketing,Distart Education GmbH,1,5.0,18,0,516
2026-06-09,Affiliate Marketing,HECKER CONSULTING,1,5.0,19,0,516
2026-06-09,Marketing Automation,DCI Digital Career Institute GmbH,6,30.0,4,0,539
2026-06-09,Marketing Automation,velpTEC GmbH,4,20.0,2,0,539
2026-06-09,Marketing Automation,Masters of Digital GmbH,2,10.0,1,0,539
2026-06-09,Marketing Automation,Forward Education GmbH,2,10.0,8,0,539
2026-06-09,Marketing Automation,Ironhack Germany GmbH,2,10.0,17,0,539
2026-06-09,Marketing Automation,Karriere Tutor GmbH,1,5.0,5,0,539
2026-06-09,Marketing Automation,GrandEdu GmbH,1,5.0,7,0,539
2026-06-09,Marketing Automation,Talentspring Academy Group,1,5.0,14,0,539
2026-06-09,Marketing Automation,Bildung Next Level GmbH,1,5.0,16,0,539
2026-06-09,E-Mail Marketing,Talentspring Academy Group,4,20.0,2,0,1737
2026-06-09,E-Mail Marketing,DCI Digital Career Institute GmbH,4,20.0,5,0,1737
2026-06-09,E-Mail Marketing,OneCareer,2,10.0,1,0,1737
2026-06-09,E-Mail Marketing,Education partners GmbH,1,5.0,3,0,1737
2026-06-09,E-Mail Marketing,velpTEC GmbH,1,5.0,4,0,1737
2026-06-09,E-Mail Marketing,Digiteach GmbH,1,5.0,6,0,1737
2026-06-09,E-Mail Marketing,HECKER CONSULTING,1,5.0,7,0,1737
2026-06-09,E-Mail Marketing,ecomex GmbH & Co. KG,1,5.0,8,1,1737
2026-06-09,E-Mail Marketing,IFM GmbH,1,5.0,10,0,1737
2026-06-09,E-Mail Marketing,Bold Academy GmbH,1,5.0,12,0,1737
2026-06-09,E-Mail Marketing,ImpaQt Education Group,1,5.0,13,0,1737
2026-06-09,E-Mail Marketing,Learnix GmbH,1,5.0,17,0,1737
2026-06-09,E-Mail Marketing,Masters of Digital GmbH,1,5.0,20,0,1737
2026-06-09,Conversion Optimierung,Masters of Digital GmbH,9,45.0,3,0,1540
2026-06-09,Conversion Optimierung,Talentspring Academy Group,5,25.0,6,0,1540
2026-06-09,Conversion Optimierung,Bold Academy GmbH,3,15.0,1,0,1540
2026-06-09,Conversion Optimierung,CROAS Education GmbH,2,10.0,16,0,1540
2026-06-09,Conversion Optimierung,ImpaQt Education Group,1,5.0,7,0,1540
2026-06-09,E-Commerce,Karriere Tutor GmbH,3,15.0,1,0,2506
2026-06-09,E-Commerce,GFN GmbH,2,10.0,4,0,2506
2026-06-09,E-Commerce,velpTEC GmbH,2,10.0,5,0,2506
2026-06-09,E-Commerce,Masters of Digital GmbH,2,10.0,6,0,2506
2026-06-09,E-Commerce,Learning Digital Academy GmbH,2,10.0,8,0,2506
2026-06-09,E-Commerce,IU Akademie IU Internationale Hochschule,2,10.0,14,0,2506
2026-06-09,E-Commerce,alfatraining Bildungszentrum GmbH,1,5.0,2,0,2506
2026-06-09,E-Commerce,Talentspring Academy Group,1,5.0,7,0,2506
2026-06-09,E-Commerce,Akademie Überlingen,1,5.0,9,0,2506
2026-06-09,E-Commerce,Education partners GmbH,1,5.0,11,0,2506
2026-06-09,E-Commerce,"Berufsbildungsakademie ""Altmark"" GmbH",1,5.0,12,0,2506
2026-06-09,E-Commerce,WBS TRAINING SE,1,5.0,16,0,2506
2026-06-09,E-Commerce,ebam Akademie für Wirtschaft und Management,1,5.0,18,0,2506
2026-06-09,E-Commerce Manager,Karriere Tutor GmbH,3,15.0,2,0,755
2026-06-09,E-Commerce Manager,GFN GmbH,2,10.0,1,0,755
2026-06-09,E-Commerce Manager,academy7,2,10.0,12,0,755
2026-06-09,E-Commerce Manager,ecomex GmbH & Co. KG,1,5.0,3,1,755
2026-06-09,E-Commerce Manager,velpTEC GmbH,1,5.0,5,0,755
2026-06-09,E-Commerce Manager,Talentspring Academy Group,1,5.0,6,0,755
2026-06-09,E-Commerce Manager,SGD,1,5.0,7,0,755
2026-06-09,E-Commerce Manager,Digiteach GmbH,1,5.0,9,0,755
2026-06-09,E-Commerce Manager,Education partners GmbH,1,5.0,10,0,755
2026-06-09,E-Commerce Manager,AKAD Hochschule Stuttgart - staatlich anerkannt,1,5.0,11,0,755
2026-06-09,E-Commerce Manager,Akademie Überlingen,1,5.0,14,0,755
2026-06-09,E-Commerce Manager,EHIP – Europäische Hochschule für Innovation und Perspektive,1,5.0,15,0,755
2026-06-09,E-Commerce Manager,SMD Performance Media,1,5.0,16,0,755
2026-06-09,E-Commerce Manager,ILS - Institut für Lernsysteme GmbH,1,5.0,17,0,755
2026-06-09,E-Commerce Manager,CROAS Education GmbH,1,5.0,19,0,755
2026-06-09,E-Commerce Manager,Learnix GmbH,1,5.0,20,0,755
2026-06-09,E-Commerce Marketing,Masters of Digital GmbH,4,20.0,3,0,1874
2026-06-09,E-Commerce Marketing,Learning Digital Academy GmbH,3,15.0,1,0,1874
2026-06-09,E-Commerce Marketing,ecomex GmbH & Co. KG,3,15.0,14,1,1874
2026-06-09,E-Commerce Marketing,Karriere Tutor GmbH,2,10.0,8,0,1874
2026-06-09,E-Commerce Marketing,GFN GmbH,1,5.0,2,0,1874
2026-06-09,E-Commerce Marketing,Akademie Überlingen,1,5.0,4,0,1874
2026-06-09,E-Commerce Marketing,Education partners GmbH,1,5.0,5,0,1874
2026-06-09,E-Commerce Marketing,IAD Informationsverarbeitung und angewandte Datentechnik GmbH,1,5.0,7,0,1874
2026-06-09,E-Commerce Marketing,IU Akademie IU Internationale Hochschule,1,5.0,12,0,1874
2026-06-09,E-Commerce Marketing,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,13,0,1874
2026-06-09,E-Commerce Marketing,Digiteach GmbH,1,5.0,18,0,1874
