snapshot_date,course_id,title,provider,provider_ort,provider_plz,weiterbildungsart,anzahl_termine,locations,cost_bands,formats,schedules,next_start,start_dates,description
2026-06-08,10387195562,E-Commerce im Digital Marketing,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Berlin; Düsseldorf; Hamburg; Heidelberg, Neckar; Osnabrück",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"E-Commerce im Digital Marketing: Erfolgreiche Strategien für Online-Shops und Verkaufsplattformen Die Weiterbildung ""E-Commerce im Digital Marketing"" vermittelt dir, wie du Online-Shops und digitale Verkaufsplattformen mit modernen Marketingstrategien erfolgreich aufbaust, steuerst und skalierst. Du lernst, digitale Marketingkanäle wie SEO, SEA und Social Media gezielt einzusetzen, um Reichweite, Traffic und Umsatz zu steigern. Zusätzlich erfährst du, wie CRM-Systeme, Automatisierung und Künstliche Intelligenz deine Marketingprozesse effizienter machen. Der Kurs verbindet strategisches Digital Marketing mit praxisnahen E-Commerce-Anwendungen und Performance-Optimierung. Kursinhalt1. Online Marketing Strategie Grundlagen und Entwicklung ganzheitlicher Digital- und E-Commerce Strategien. 2. Website Marketing & Online-Recht Optimierung von Online Shops sowie rechtliche Grundlagen im digitalen Handel. 3. Content Marketing & Social Media I Aufbau von Content-Strategien für Reichweite und Kundenbindung. 4. Social Media II Vertiefung von Social Media Strategien zur Skalierung von Marken und Shops. 5. Suchmaschinenoptimierung (SEO) Steigerung der organischen Sichtbarkeit von E-Commerce Plattformen. 6. CRM & Marketing Automatisierung Kundenbindung und automatisierte Marketingprozesse für nachhaltiges Wachstum. 7. Suchmaschinenwerbung (SEA) Effiziente Nutzung von Google Ads zur Kundengewinnung und Umsatzsteigerung. 8. Social Media Advertising Performance-orientierte Werbekampagnen auf Plattformen wie Meta, TikTok und Pinterest. 9. E-Commerce - Webshops & Marktplätze Aufbau und Skalierung von Online Shops und Verkauf über digitale Marktplätze. 10. Analyse & Optimierung Datenanalyse, KPI-Tracking und kontinuierliche Performance-Verbesserung. 11. Projektmanagement & Künstliche Intelligenz im Online Marketing Effiziente Steuerung von E-Commerce Projekten mit KI-gestützten Tools. (Die Inhalte können je nach Kursformat variieren.)"
2026-06-08,10387196413,E-Commerce mit Social Media,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Augsburg, Bayern; Bahlingen am Kaiserstuhl; Hannover; Osnabrück; Stuttgart",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"E-Commerce mit Social Media: Strategien für Wachstum und Erfolg Die Weiterbildung ""E-Commerce mit Social Media"" vermittelt dir, wie du Social Media Plattformen gezielt nutzt, um Online Shops zu skalieren, Reichweite aufzubauen und Verkäufe zu steigern. Du lernst, wie du Social Media Inhalte, Werbeanzeigen und datenbasierte Strategien miteinander kombinierst, um nachhaltiges Wachstum im E-Commerce zu erzielen. Der Fokus liegt auf der Verbindung von Social Media Marketing, E-Commerce Strategien und KI-gestützter Optimierung. Kursinhalt1. Online Marketing Strategie Grundlagen digitaler Strategien für E-Commerce und Social Media Wachstum. 2. Website Marketing & Online-Recht Grundlagen von Online Shops und rechtlichen Rahmenbedingungen im digitalen Handel. 3. Content Marketing & Social Media I Aufbau von Content Strategien für Reichweite und Markenbildung. 4. Social Media II Vertiefung von Social Media Strategien für Wachstum und Community Aufbau. 5. Suchmaschinenoptimierung (SEO) Steigerung der organischen Sichtbarkeit für E-Commerce Plattformen. 6. CRM & Marketing Automatisierung Kundenbindung, Funnels und automatisierte Marketingprozesse. 7. Suchmaschinenwerbung (SEA) Performance Kampagnen zur gezielten Traffic- und Umsatzsteigerung. 8. Social Media Advertising Paid Ads auf TikTok, Instagram, Facebook, Pinterest und LinkedIn. 9. E-Commerce & Social Media Selling Verknüpfung von Social Media Kanälen mit Online Shops und Verkaufsprozessen. 10. Analyse & Optimierung Datenanalyse von Kampagnen, Conversion Rates und Sales Performance. 11. Projektmanagement & Künstliche Intelligenz im Online Marketing Steuerung von E-Commerce Projekten mit KI-gestützten Tools. (Die Inhalte können je nach Kursformat variieren.)"
2026-06-08,10391164023,E-Mail-Werbung im Online Marketing,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Hamburg; Krefeld; Leverkusen; Mülheim an der Ruhr; Oberhausen, Rheinland",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Du möchtest verstehen, wie moderne Online-Marketing-Kanäle zusammenarbeiten, um Kunden zu gewinnen und Verkäufe zu steigern? In dieser Weiterbildung ""Online Marketing mit E-Mail-Werbung"" lernst du, wie digitale Marketingstrategien aufgebaut und kanalübergreifend eingesetzt werden - inklusive E-Mail-Kommunikation als Teil moderner Marketing- und CRM-Systeme. Der Kurs vermittelt dir ein praxisnahes Verständnis dafür, wie Unternehmen verschiedene Online-Marketing-Kanäle kombinieren, um Zielgruppen effektiv anzusprechen, Leads zu generieren und die Customer Journey zu optimieren. Im Mittelpunkt stehen dabei Strategie, Analyse und Performance - nicht einzelne isolierte Kanäle, sondern das Zusammenspiel im digitalen Marketing. Inhalte der Weiterbildung Online Marketing mit E-Mail-Werbung Modul 1: Online Marketing Strategie Grundlagen der digitalen Marketingplanung und Entwicklung integrierter Strategien über mehrere Kanäle hinweg. Modul 2: Zielgruppen & Customer Journey Analyse von Zielgruppen und Verständnis der Customer Journey im digitalen Umfeld. Modul 3: Website Marketing & Online Recht Optimierung von Websites und Landingpages zur Unterstützung von Marketingmaßnahmen. Modul 4: Social Media Marketing & Advertising Überblick Einordnung von Social Media Kanälen wie Instagram, Facebook, TikTok, Pinterest und LinkedIn im Marketing-Mix. Modul 5: CRM & Kundenkommunikation Grundlagen von Customer Relationship Management und digitaler Kundenansprache über verschiedene Kanäle. Modul 6: Content Marketing im Online Marketing Erstellung und strategischer Einsatz von Inhalten für unterschiedliche Plattformen. Modul 7: SEA & Online Werbung Überblick Grundlagen bezahlter Werbung in Suchmaschinen und digitalen Plattformen. Modul 8: Analyse & Optimierung Einführung in KPI-Tracking, Kampagnenauswertung und datenbasierte Optimierung. Modul 9: Projektmanagement im Online Marketing Planung und Umsetzung digitaler Marketingprojekte im Team."
2026-06-08,10387192889,Einführung in Online Marketing,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Bremen; Chemnitz, Sachsen; Landau in der Pfalz; München; Nürnberg, Mittelfranken",UEBER_5000_BIS_10000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Online Marketing: Einführung in die Grundlagen des digitalen Marketings Die ""Einführung in Online Marketing"" bietet dir einen klar strukturierten Einstieg in die Grundlagen des digitalen Marketings. Du lernst, wie Online Marketing funktioniert, welche Kanäle es gibt und wie Unternehmen digitale Strategien einsetzen, um Reichweite aufzubauen und neue Kunden zu gewinnen. Der Kurs richtet sich besonders an Einsteiger und vermittelt ein solides Verständnis für digitale Kommunikation, Marketingkanäle und praxisnahe Online-Marketing-Tools, die in modernen Unternehmen eingesetzt werden. Kursinhalt1. Grundlagen & Strategie Einführung in die wichtigsten Prinzipien des Online Marketings Aufbau grundlegender Marketingstrategien 2. Suchmaschinenoptimierung (SEO) Grundlagen der Suchmaschinenoptimierung Verbesserung der organischen Sichtbarkeit von Websites 3. Suchmaschinenwerbung (SEA) Einführung in bezahlte Werbung in Suchmaschinen Funktionsweise von Google Ads 4. Social Media Marketing Grundlagen der Nutzung von Social Media Kanälen Reichweiten- und Markenbildung 5. Analyse & Optimierung Einführung in KPI-Tracking Erfolgsmessung und datenbasierte Optimierung von Kampagnen 6. Online-Recht & Website Marketing Grundlagen zu Website-Struktur und Nutzerführung Rechtliche Themen wie DSGVO und Datenschutz 7. WordPress I Einführung in den Aufbau und die Verwaltung von Websites Verwendung von WordPress 8. CRM & Marketing Automatisierung Einführung in Kundenmanagement Einfache Automatisierungen und digitale Kundenkommunikation 9. Projektmanagement & KI im Online Marketing Grundlagen der Projektplanung Einsatz von KI im Online Marketing 10. E-Commerce Plattformen Überblick über digitale Marktplätze und Verkaufsplattformen Einblicke in den E-Commerce (Die Reihenfolge der Module kann je nach Kursorganisation variieren.)"
2026-06-08,10391169051,Google Ads & Performance Marketing Grundlagen,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Bahlingen am Kaiserstuhl; Heidelberg, Neckar; Köln; Leipzig",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Kursbeschreibung Der Kurs ""Google Ads & Performance Marketing Grundlagen"" vermittelt dir die wichtigsten Fähigkeiten, um bezahlte Online-Werbung professionell zu verstehen, zu planen und erste Kampagnen erfolgreich umzusetzen. Du lernst, wie du mit Google Ads gezielt Reichweite aufbaust, relevante Zielgruppen erreichst und messbare Ergebnisse wie Klicks, Leads und Conversions erzielst. Fokus auf praxisnahe Einstieg Der Fokus liegt auf einem praxisnahen Einstieg in Performance Marketing - von der Kampagnenstruktur über die Keyword-Auswahl bis hin zur laufenden Optimierung auf Basis von Daten und Kennzahlen. Inhalte des Kurses Du lernst die Grundlagen der Suchmaschinenwerbung (SEA) und verstehst, wie Google Ads Kampagnen aufgebaut sind, wie Anzeigen funktionieren und welche Faktoren den Erfolg einer Kampagne beeinflussen. Ein weiterer Schwerpunkt liegt auf der Kampagnenplanung und Zielgruppenansprache, sodass du lernst, passende Keywords zu recherchieren, Anzeigen zu erstellen und Budgets sinnvoll einzusetzen. Darauf aufbauend beschäftigst du dich mit der Performance Analyse, um wichtige Kennzahlen wie CPC, CTR, Conversion Rate und ROAS zu verstehen und Kampagnen gezielt zu optimieren. Ergänzend erhältst du ein grundlegendes Verständnis für Performance Marketing Strategien, um Google Ads nicht isoliert, sondern als Teil eines größeren digitalen Marketing Systems zu nutzen. Dein Ergebnis nach dem Kurs Nach Abschluss kannst du einfache Google Ads Kampagnen erstellen, Performance Marketing Grundlagen anwenden und deine Kampagnen anhand von Daten analysieren und optimieren, um bessere Ergebnisse zu erzielen."
2026-06-08,10392828970,Google Ads im Marketing,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Bremen; Düsseldorf; Gummersbach; Köln; Oberhausen, Rheinland",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"In dieser praxisorientierten Online Marketing Weiterbildung lernst du, wie du Google Ads Kampagnen erfolgreich planst, umsetzt und optimierst. Gleichzeitig erhältst du ein ganzheitliches Verständnis für digitale Marketingstrategien - von Website-Optimierung über Content Marketing bis hin zu SEO, SEA und Social Media Advertising. Ziel ist es, dich in die Lage zu versetzen, Online-Marketing-Kampagnen eigenständig zu entwickeln und Google Ads effektiv im Marketing-Mix einzusetzen. Modulübersicht Online Marketing Grundlagen des digitalen Marketings, Zielgruppenanalyse, Customer Journey und strategische Kampagnenplanung. Website Marketing Optimierung von Websites und Landingpages, Nutzerführung (UX) sowie Grundlagen des Online-Rechts (DSGVO, Impressum). Content Marketing Entwicklung von Content-Strategien, zielgruppenorientierte Inhalte und Redaktionsplanung für erfolgreiche Kampagnen. Suchmaschinenoptimierung (SEO) Keyword-Recherche, OnPage-Optimierung und Verbesserung der organischen Sichtbarkeit. Suchmaschinenwerbung (SEA / Google Ads) Kampagnenstruktur, Keyword-Strategien, Anzeigenerstellung, Budgetsteuerung und Performance-Optimierung. Social Media Advertising Planung und Umsetzung bezahlter Kampagnen auf Social Media Plattformen sowie Zielgruppen-Targeting und Analyse. Ziel der Weiterbildung Nach Abschluss kannst du: Google Ads Kampagnen eigenständig erstellen und optimieren Online-Marketing-Strategien entwickeln und umsetzen Zielgruppen gezielt über verschiedene Kanäle ansprechen SEO, SEA und Social Media Advertising kombinieren Marketingmaßnahmen analysieren und datenbasiert verbessern Was du von uns erwarten kannst Praxisnahe Inhalte und aktuelle Methoden im Online Marketing Dozierende mit Berufserfahrung aus der Praxis Übungen mit realen Anwendungsbeispielen Teilnahmezertifikat und optionale Abschlussprüfung Individuelle Coachingstunde zur beruflichen Orientierung Optional: Bereitstellung von Schulungsequipment (z. B. Laptop)"
2026-06-08,10389165702,Google Ads mit Social Media,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Berlin; Dresden; Hamburg; Hannover; München,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Der Kurs ""Google Ads mit Social Media"" vermittelt dir praxisnahes Wissen im Bereich Performance Marketing und digitaler Werbung. Du lernst, wie du Google Ads Kampagnen mit Social Media Marketing kombinierst, um Reichweite, Leads und Conversions gezielt zu steigern. Der Kurs fokussiert sich auf moderne Online-Marketing-Strategien, Content-Produktion und datenbasierte Optimierung. Zusätzlich lernst du, wie KI-Tools und digitale Anwendungen deine Marketingprozesse effizienter machen und Kampagnen professioneller umgesetzt werden. Inhalte der Weiterbildung Google Ads mit Social Media Modul 1: Online Marketing Strategie Grundlagen der digitalen Marketingplanung und Entwicklung kanalübergreifender Strategien. Modul 2: Website Marketing & Online Recht Optimierung von Websites sowie wichtige rechtliche Grundlagen (DSGVO, Datenschutz, Impressum). Modul 3: Content Marketing & Social Media I Einführung in Content Marketing und organisches Social Media Marketing. Modul 4: Social Media II (Strategie & Wachstum) Vertiefung von Social Media Strategien, Community-Aufbau und Reichweitensteigerung. Modul 5: Visual Content mit Canva Erstellung professioneller Designs, Anzeigen und Social Media Creatives. Modul 6: Video Content mit DaVinci & KI Produktion von Videos für Ads und Social Media mit modernen Tools und KI-Unterstützung. Modul 7: Analyse & Optimierung Auswertung von Kampagnen, KPIs und datenbasierte Performance-Verbesserung. Modul 8: Projektmanagement & KI im Online Marketing Planung und Umsetzung von Marketingprojekten mit Unterstützung von KI-Tools.(Die Inhalte können je nach Kursformat variieren.)"""
2026-06-08,10395151186,Grundlagen KI,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Gera; Konstanz; Leverkusen; Mannheim; München,UEBER_5000_BIS_10000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Der Kurs ""Grundlagen KI"" bietet einen Einstieg in Künstliche Intelligenz und ihre Anwendung im beruflichen Kontext. Die Teilnehmenden erfahren, wie KI-Tools funktionieren, wofür sie verwendet werden können und wo ihre Grenzen liegen. Im Fokus stehen KI-Begriffe, grundlegende Anwendungen, Prompting, Recherche, Textarbeit, Datenverarbeitung und der verantwortungsvolle Umgang mit KI-Ergebnissen. Nach Abschluss können die Teilnehmenden KI in einen Kontext einordnen, grundlegende KI-Tools nutzen und Ergebnisse prüfen."
2026-06-08,10391165210,Grundlagen des Social Media Managements,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Düsseldorf; Freiburg im Breisgau; Hannover; Jena; Mannheim,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Die Weiterbildung ""Grundlagen des Social Media Managements"" vermittelt dir ein fundiertes Verständnis für den Aufbau, die Planung und die Umsetzung erfolgreicher Social Media Strategien. Du lernst, wie du Social Media Kanäle professionell betreust, Inhalte erstellst und Kampagnen strategisch planst. Dabei kombinierst du kreative Content-Produktion mit datenbasierter Analyse und modernen KI-gestützten Arbeitsmethoden. Der Kurs ist ideal für den Einstieg in das professionelle Social Media Marketing und verbindet Strategie, Content Creation und digitale Tools. Inhalte der Weiterbildung Social Media Management Modul 1: Online Marketing Strategie Grundlagen digitaler Marketingstrategien und Planung von Social Media Aktivitäten. Modul 2: Website Marketing & Online-Recht Grundverständnis für Websites, Datenschutz und rechtliche Rahmenbedingungen im digitalen Marketing. Modul 3: Content Marketing & Social Media I Einführung in Content-Erstellung und organisches Social Media Marketing. Modul 4: Social Media II Vertiefung von Social Media Strategien, Community Management und Reichweitenaufbau. Modul 5: Visuals mit Canva Erstellung von professionellen Grafiken und Social Media Designs. Modul 6: Video Content mit DaVinci & KI Produktion von Videos für Social Media und Marketingkampagnen mit modernen Tools. Modul 7: Analyse & Optimierung Auswertung von Social Media Performance und datenbasierte Optimierung. Modul 8: Projektmanagement & Künstliche Intelligenz im Online Marketing Planung und Umsetzung von Social Media Projekten mit KI-Unterstützung. (Die Inhalte können je nach Kursformat variieren.)"""
2026-06-08,10338431711,Inbound Marketing Experte,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,125,"Gelsenkirchen; Hamburg; Heidelberg, Neckar; Neubrandenburg, Mecklenburg; Offenbach am Main",UEBER_1000_BIS_5000_EUR,Blended Learning,Vollzeit,2026-06-28,2026-06-28,"Modul 1: Suchmaschinenoptimierung (SEO) Definition SEO & Position von SEO im Online Marketing Wie funktioniert eine Suchmaschine, SERPs und Nutzerintention Die wichtigsten SEO Faktoren, Keyword Recherche und Sichtbarkeit Maßnahmen zur On-Page-Optimierung für Websites Technical SEO, Crawling & Indexierung Off-Page SEO: Linkbuilding, Linkprofil und Linkaudit Relaunch-Planung, Local SEO, Internationales SEO Arbeiten mit Tools wie Sistrix, Search Console, u.v.m. Täglich praktische Übungen & praxisbewährte Templates zu den o.g. Inhalten Modul 2: CRM & Marketing Automation Grundlagen CRM & Marketing Automation Die Customer Journey mit automatisierten Prozessen managen Der Marketing & Sales Channel Mix in B2C & B2B Möglichkeiten der Automation & die Bedeutung von E-Mail Übersicht CRM & Automation Tools Der B2B Sales Prozess & Inbound Marketing Personas der B2B Kunden & das Buying Center Content im Inbound Marketing & der Einsatz von KI Erfolgreiche Landing Pages für Inbound Kampagnen Die Bedeutung von E-Mail Marketing Verteileraufbau, Newsletter Design & Best Practices Lead Management, Lead Scoring & CRM Insights Das perfekte LinkedIn Profil & Möglichkeiten des Sales Navigator Sales Intelligence & Predictive Selling Die richtige Toolauswahl für dein Projekt Die Reihenfolge der Module kann variieren. WAS DU VON UNS ERWARTEN KANNST: Vermittlung von aktuellem und praxisnahem Know-how Dozierende mit angewandter Berufserfahrung Praktische Übungen, Diskussionen und Tipps & Tricks der Dozierenden Teilnahmezertifikat und zusätzliche Zertifizierung durch eine Abschlussprüfung Individuelle Coachingstunde zur Orientierung bei der Jobwahl Auf Wunsch Verleih von Schulungsequipment, wie z. B. Laptop, Monitor, Kamera"
2026-06-08,10392831320,Inbound Marketing Kurs,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Berlin; Detmold; Konstanz; Lörrach,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Inbound Marketing Die Weiterbildung ""Inbound Marketing Kurs"" vermittelt dir praxisnah, wie du Kunden gezielt über relevante Inhalte, Suchmaschinen und automatisierte Prozesse anziehst, statt sie aktiv anzusprechen. Du lernst, wie du digitale Sichtbarkeit aufbaust, Interessenten in Leads verwandelst und diese systematisch durch den gesamten Marketing- und Vertriebsprozess begleitest. Suchmaschinenoptimierung Ein Schwerpunkt liegt auf der Suchmaschinenoptimierung, bei der du lernst, Inhalte strategisch für Google zu optimieren, relevante Keywords zu nutzen und organische Reichweite aufzubauen. So sorgst du dafür, dass potenzielle Kunden dich genau dann finden, wenn sie nach Lösungen suchen. CRM und Marketing Automatisierung Ein weiterer zentraler Bestandteil ist CRM und Marketing Automatisierung. Hier lernst du, wie du Kundenbeziehungen strukturiert verwaltest, Leads effizient betreust und Marketingprozesse automatisierst. Dadurch kannst du Interessenten gezielt mit passenden Inhalten versorgen und sie entlang der Customer Journey begleiten, ohne jeden Schritt manuell auszuführen. Strategisches Denken und Umsetzung Die Weiterbildung verbindet strategisches Denken mit praktischer Umsetzung und zeigt dir, wie Inbound Marketing als nachhaltiger Wachstumsansatz funktioniert. Du arbeitest mit realen Beispielen und entwickelst ein Verständnis dafür, wie Content, SEO und Automatisierung zusammenwirken, um kontinuierlich qualifizierte Anfragen zu generieren und langfristige Kundenbeziehungen aufzubauen."
2026-06-08,10387782115,Inbound Marketing Weiterbildung,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,"Berlin; Iserlohn; Krefeld; Mainz am Rhein; Oberhausen, Rheinland",UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Inbound Marketing: Systematische Anziehung, Umwandlung und Entwicklung von Interessenten Die Weiterbildung ""Inbound Marketing"" vermittelt dir, wie du systematisch Interessenten anziehst, in Leads umwandelst und langfristig zu Kunden entwickelst. Du lernst, wie du durch SEO, Content Marketing und automatisierte CRM-Prozesse eine nachhaltige Marketingstrategie aufbaust, die unabhängig von klassischer Werbung funktioniert. Der Fokus liegt auf organischem Wachstum, Leadgenerierung und Marketing Automation. Kursinhalt1. Suchmaschinenoptimierung (SEO) Grundlagen und Strategien zur Steigerung der organischen Sichtbarkeit und Reichweite. 2. CRM & Marketing Automatisierung Aufbau automatisierter Prozesse zur Leadpflege, Segmentierung und Kundenbindung. 3. Bonus: Coaching Session - Deine nächsten Schritte! Individuelle Beratung zur Entwicklung deiner persönlichen Inbound Marketing Strategie und Optimierung deiner aktuellen Prozesse. (Die Inhalte können je nach Kursformat variieren.)"
2026-06-08,10387200552,Inbound Marketing für Fortgeschrittene,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Bremen; Dresden; Gera; München; Stuttgart,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"Inbound Marketing: Professionelle Strategien zur Leadgenerierung und Automatisierung Die Weiterbildung ""Inbound Marketing für Fortgeschrittene"" richtet sich an alle, die bereits Grundlagen im Online Marketing oder Inbound Marketing besitzen und ihre Strategien auf ein professionelles, skalierbares Niveau heben möchten. Du lernst, wie du systematisch qualifizierte Leads generierst, Kundenbeziehungen automatisierst und SEO sowie CRM gezielt für nachhaltiges Wachstum einsetzt. Der Fokus liegt auf Leadgenerierung, Automatisierung und datengetriebenem Wachstum im Inbound Marketing. Kursinhalt1. Suchmaschinenoptimierung (SEO) Vertiefung moderner SEO-Strategien zur nachhaltigen Generierung organischer Reichweite und qualifizierter Leads. 2. CRM & Marketing Automatisierung Aufbau automatisierter Marketing- und Vertriebsprozesse zur Leadpflege, Segmentierung und Conversion-Optimierung. 3. Bonus: Coaching Session - Deine nächsten Schritte! Individuelle Beratung zur Optimierung deiner Inbound Marketing Strategie, mit konkreten Handlungsempfehlungen für dein Business oder deine Karriere."
2026-06-08,10387781767,Inbound- und Content-Marketing,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Dortmund; Frankfurt am Main; Hamburg; Iserlohn; Leipzig,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit,,,"Inbound- & Content-Marketing: Strategien für nachhaltiges digitales Wachstum Die Weiterbildung ""Inbound- & Content-Marketing"" vermittelt dir, wie du strategisch Inhalte erstellst, die Kunden anziehen, binden und in nachhaltige Geschäftsbeziehungen umwandeln. Du lernst, wie du Content Marketing und Inbound Strategien kombinierst und mit SEO, Social Media, Websites und KI-gestützten Tools ein vollständiges digitales Marketing System aufbaust. Der Fokus liegt auf organischem Wachstum, Content Strategie und automatisierten Marketingprozessen. Kursinhalt1. Online Marketing Strategie Grundlagen digitaler Marketingstrategien Aufbau eines ganzheitlichen Inbound Systems 2. Content Marketing & Social Media I Entwicklung von Content Strategien Aufbau organischer Reichweite 3. Social Media II Vertiefung von Social Media Strategien Fokus auf Wachstum, Branding und Community 4. Suchmaschinenoptimierung (SEO) Optimierung von Inhalten für Suchmaschinen Nachhaltige Sichtbarkeit 5. Visuals mit Canva Erstellung von visuellen Inhalten für Social Media Marketing Kampagnen 6. Video Content mit DaVinci & KI Produktion von Video Content mit modernen Tools KI-Unterstützung 7. Analyse & Optimierung Auswertung von Content Performance Datenbasierte Optimierung (Die Inhalte können je nach Kursformat variieren.)"
2026-06-08,10387774367,KI & Prompt Engineering,ecomex GmbH & Co. KG,Berlin,10789,BERUFLICHE_QUALIFIZIERUNG,250,Berlin; Bremen; Erfurt; Hamburg,UEBER_1000_BIS_5000_EUR,Blended Learning,Teilzeit; Vollzeit,,,"KI und Prompt Engineering: Effektive Nutzung von Künstlicher Intelligenz im Berufsleben Die Weiterbildung ""KI und Prompt Engineering"" vermittelt praxisnah, wie du Künstliche Intelligenz gezielt steuerst und im Berufsalltag effektiv einsetzt. Du lernst, durch strukturiertes Prompting bessere Ergebnisse aus KI-Systemen herauszuholen und KI als festen Bestandteil moderner Arbeitsprozesse zu nutzen. Dadurch steigerst du Effizienz, Klarheit und Produktivität in deinem beruflichen Alltag. Der Kurs verbindet grundlegendes KI-Verständnis mit direkter Anwendung in Kommunikation, Organisation und digitalen Arbeitsprozessen. Kursinhalt1. Mehr Produktivität mit ChatGPT und anderen KI-Tools Du lernst den professionellen Einsatz von KI für komplexe Aufgaben, strukturierte Inhalte und effiziente Arbeitsprozesse. 2. Design Thinking mit KI Du nutzt KI zur Unterstützung kreativer und strukturierter Innovationsprozesse sowie zur Entwicklung praxisnaher Lösungen. 3. Agile Methoden mit KI Du verbesserst Projekte und Teamarbeit durch KI-gestützte agile Arbeitsweisen und skalierbare Prozesse. 4. KI-Strategie und Implementierung Du entwickelst Strategien zur Einführung von KI in Organisationen und lernst deren Umsetzung in digitale Geschäftsmodelle. 5. KI-Agenten und Automatisierung Du baust KI-Agenten und automatisierte Workflows auf, um wiederkehrende Aufgaben zu reduzieren und Geschäftsprozesse zu skalieren. Die Inhalte können je nach Kursformat variieren."
